,title,i_i_glide_lignum,docking_status,r_glide_cpu_time,r_i_docking_score,s_i_glide_gridfile,r_glide_XP_ClBr,r_glide_XP_Electro,r_glide_XP_GScore,r_glide_XP_HBond,i_glide_XP_impact_version,r_glide_XP_LipophilicEvdW,r_glide_XP_LowMW,r_glide_XP_Penalties,r_glide_XP_HBPenal,r_glide_XP_ExposPenal,r_glide_XP_RotPenal,r_glide_XP_PhobEn,r_glide_XP_PhobEnHB,r_glide_XP_PhobEnPairHB,r_glide_XP_PiCat,r_glide_XP_PiStack,i_glide_XP_PoseRank,r_glide_XP_Sitemap,r_glide_XP_Zpotr,r_i_glide_gscore,r_i_glide_evdw,r_i_glide_ecoul,r_i_glide_energy,r_i_glide_einternal,r_i_glide_emodel
17520,Z976635796,1775,Done,62.83,-5.80504,glide-grid_6eti,,,-5.80504,-0.597448,,,,,,,,,,,,,1.0,,,-5.80504,-27.2608,0.675464,-26.5853,3.65446,-35.4655
17523,Z2783997367,4872,Done,49.98,-5.80471,glide-grid_6eti,,,-5.80471,0.0,,,,,,,,,,,,,1.0,,,-5.80471,-32.6478,-3.52212,-36.1699,3.00016,-49.389
17530,Z1022424108,697,Done,56.11,-5.79677,glide-grid_6eti,,,-5.79677,0.0,,,,,,,,,,,,,1.0,,,-5.79677,-46.8683,-2.31103,-49.1793,1.65633,-73.2521
17531,Z2220758876,9556,Done,114.26,-5.79665,glide-grid_6eti,,,-5.79665,-0.7,,,,,,,,,,,,,1.0,,,-5.79665,-40.2645,-4.3187,-44.5832,2.36053,-64.1902
17532,Z317070248,19020,Done,43.64,-5.79632,glide-grid_6eti,,,-5.79632,-0.608459,,,,,,,,,,,,,1.0,,,-5.79632,-39.0982,-5.00343,-44.1017,4.95588,-66.6254
17534,Z1978114987,5636,Done,22.01,-5.79494,glide-grid_6eti,,,-5.79494,-0.7,,,,,,,,,,,,,1.0,,,-5.79494,-28.1933,-2.66021,-30.8535,0.89501,-41.0801
17536,Z2047170870,8960,Done,37.72,-5.79483,glide-grid_6eti,,,-5.79483,0.0,,,,,,,,,,,,,1.0,,,-5.79483,-38.4226,-3.05797,-41.4806,9.46878,-54.9631
17546,Z2221267785,16254,Done,65.18,-5.78936,glide-grid_6eti,,,-5.78936,-0.290798,,,,,,,,,,,,,1.0,,,-5.78936,-35.6873,-3.79956,-39.4869,4.18833,-53.9775
17547,Z2353375425,6260,Done,46.74,-5.78933,glide-grid_6eti,,,-5.78933,-0.33777,,,,,,,,,,,,,1.0,,,-5.78933,-29.519,-2.31942,-31.8385,2.67199,-38.0017
17551,Z2112453549,15495,Done,38.25,-5.7865,glide-grid_6eti,,,-5.7865,0.0,,,,,,,,,,,,,1.0,,,-5.7865,-36.3359,-0.301927,-36.6378,5.31121,-48.9667
17553,Z4912521217,7454,Done,103.71,-5.78622,glide-grid_6eti,,,-5.78622,-0.321903,,,,,,,,,,,,,1.0,,,-5.78622,-31.628,-7.86899,-39.497,3.53834,-54.8449
17557,Z2771028915,14477,Done,35.94,-5.78241,glide-grid_6eti,,,-5.78241,-0.7,,,,,,,,,,,,,1.0,,,-5.78241,-30.4077,-6.80786,-37.2156,1.11272,-54.4055
17558,Z452455020,7103,Done,103.57,-5.78206,glide-grid_6eti,,,-5.78206,0.0,,,,,,,,,,,,,1.0,,,-5.78206,-53.6763,-1.84816,-55.5244,3.86746,-87.4544
17559,Z2371310648,15124,Done,53.44,-5.78176,glide-grid_6eti,,,-5.78176,-0.635984,,,,,,,,,,,,,1.0,,,-5.78176,-47.3542,-0.49261,-47.8469,5.99606,-75.5339
17560,Z2849960219,12437,Done,83.78,-5.78071,glide-grid_6eti,,,-5.78071,0.0,,,,,,,,,,,,,1.0,,,-5.78071,-40.0473,-2.72558,-42.7729,3.03633,-64.2539
17562,Z1339506158,17956,Done,87.8,-5.77985,glide-grid_6eti,,,-5.77985,0.0,,,,,,,,,,,,,1.0,,,-5.77985,-36.5632,-4.20119,-40.7644,0.103246,-61.4982
17563,Z1625134754,4249,Done,69.49,-5.77959,glide-grid_6eti,,,-5.77959,0.0,,,,,,,,,,,,,1.0,,,-5.77959,-41.6,-1.81665,-43.4167,4.07376,-59.3249
17565,Z1252611953,8310,Done,96.56,-5.7793,glide-grid_6eti,,,-5.7793,-0.7,,,,,,,,,,,,,1.0,,,-5.7793,-30.1095,-5.04936,-35.1588,2.9891,-50.3171
17566,Z1667366791,15496,Done,54.22,-5.77898,glide-grid_6eti,,,-5.77898,0.0,,,,,,,,,,,,,1.0,,,-5.77898,-43.9252,-0.858213,-44.7834,5.57713,-62.8547
17570,Z1148665675,4919,Done,67.51,-5.77694,glide-grid_6eti,,,-5.77694,0.0,,,,,,,,,,,,,1.0,,,-5.77694,-19.7057,0.106713,-19.599,8.25728,-15.7143
17577,Z2391180627,9591,Done,94.46,-5.77248,glide-grid_6eti,,,-5.77248,0.0,,,,,,,,,,,,,1.0,,,-5.77248,-38.237,-2.87147,-41.1084,7.41624,-58.419
17582,Z1754413058,8655,Done,42.66,-5.77007,glide-grid_6eti,,,-5.77007,0.0,,,,,,,,,,,,,1.0,,,-5.77007,-32.7841,-3.68276,-36.4668,4.96323,-45.9204
17584,Z2103705069,9061,Done,80.62,-5.76939,glide-grid_6eti,,,-5.76939,0.0,,,,,,,,,,,,,1.0,,,-5.76939,-44.4255,-1.79001,-46.2156,2.12265,-72.0783
17589,Z2111708688,5226,Done,92.44,-5.76825,glide-grid_6eti,,,-5.76825,0.0,,,,,,,,,,,,,1.0,,,-5.76825,-36.6809,-4.17099,-40.8519,5.54363,-53.2502
17591,Z1514178342,14023,Done,22.79,-5.76775,glide-grid_6eti,,,-5.76775,0.0,,,,,,,,,,,,,1.0,,,-5.76775,-36.7903,2.84493,-33.9454,1.94965,-35.7153
17593,Z1021027488,5708,Done,64.54,-5.76771,glide-grid_6eti,,,-5.76771,0.0,,,,,,,,,,,,,1.0,,,-5.76771,-34.8315,-3.61374,-38.4453,7.22222,-49.4129
17596,Z106099654,8882,Done,70.97,-5.76625,glide-grid_6eti,,,-5.76625,-0.671669,,,,,,,,,,,,,1.0,,,-5.76625,-31.5874,-5.68813,-37.2756,3.91667,-54.1247
17597,Z2043042246,5386,Done,111.27,-5.76622,glide-grid_6eti,,,-5.76622,0.0,,,,,,,,,,,,,1.0,,,-5.76622,-57.1108,-0.454026,-57.5648,8.34953,-86.1473
17598,Z2991905214,6140,Done,55.99,-5.76609,glide-grid_6eti,,,-5.76609,0.0,,,,,,,,,,,,,1.0,,,-5.76609,-33.8796,-1.49167,-35.3712,4.86762,-48.8597
17600,Z1951263080,973,Done,76.3,-5.76574,glide-grid_6eti,,,-5.76574,0.0,,,,,,,,,,,,,1.0,,,-5.76574,-44.0596,-4.52027,-48.5799,1.05126,-69.5561
17601,Z1128763805,6038,Done,33.97,-5.76559,glide-grid_6eti,,,-5.76559,-0.7,,,,,,,,,,,,,1.0,,,-5.76559,-31.9701,-0.963506,-32.9336,0.0,-41.8733
17603,Z3400819835,6237,Done,38.39,-5.76343,glide-grid_6eti,,,-5.76343,0.0,,,,,,,,,,,,,1.0,,,-5.76343,-24.8845,-3.50446,-28.389,1.58765,-34.6474
17604,Z1632996025,2527,Done,30.08,-5.76329,glide-grid_6eti,,,-5.76329,0.0,,,,,,,,,,,,,1.0,,,-5.76329,-34.8031,-0.309484,-35.1126,1.53859,-50.9331
17605,Z596213498,7494,Done,43.21,-5.76312,glide-grid_6eti,,,-5.76312,0.0,,,,,,,,,,,,,1.0,,,-5.76312,-38.446,-1.5862,-40.0322,2.72685,-51.5389
17606,Z1495980980,18510,Done,53.1,-5.76136,glide-grid_6eti,,,-5.76136,-0.7,,,,,,,,,,,,,1.0,,,-5.76136,-31.3292,-4.03012,-35.3593,0.0,-48.2413
17608,Z1217504034,3374,Done,41.56,-5.76092,glide-grid_6eti,,,-5.76092,0.0,,,,,,,,,,,,,1.0,,,-5.76092,-39.9651,-0.047927,-40.013,1.74635,-49.5446
17609,Z1508069308,543,Done,38.16,-5.76077,glide-grid_6eti,,,-5.76077,-0.973516,,,,,,,,,,,,,1.0,,,-5.76077,-30.2032,-4.73561,-34.9388,5.41355,-47.195
17614,Z1620911249,493,Done,29.33,-5.75979,glide-grid_6eti,,,-5.75979,-0.35,,,,,,,,,,,,,1.0,,,-5.75979,-29.1751,-1.14748,-30.3226,4.3256,-38.111
17618,Z1224477194,18513,Done,56.03,-5.75673,glide-grid_6eti,,,-5.75673,-0.553552,,,,,,,,,,,,,1.0,,,-5.75673,-23.4356,-4.77466,-28.2103,2.26648,-42.6199
17620,Z2143910799,7940,Done,56.9,-5.75596,glide-grid_6eti,,,-5.75596,0.0,,,,,,,,,,,,,1.0,,,-5.75596,-42.244,-1.79868,-44.0427,4.08298,-60.0817
17621,Z2017425699,20348,Done,35.08,-5.75518,glide-grid_6eti,,,-5.75518,0.0,,,,,,,,,,,,,1.0,,,-5.75518,-27.0179,2.24466,-24.7733,4.73254,-26.9915
17622,Z2910814106,17622,Done,100.66,-5.7551,glide-grid_6eti,,,-5.7551,0.0,,,,,,,,,,,,,1.0,,,-5.7551,-41.8885,-1.24334,-43.1319,3.85076,-57.7332
17624,Z1413220651,10039,Done,32.49,-5.75292,glide-grid_6eti,,,-5.75292,-0.7,,,,,,,,,,,,,1.0,,,-5.75292,-31.0016,-0.953945,-31.9556,2.9142,-45.3114
17626,Z1508070083,3698,Done,28.9,-5.75201,glide-grid_6eti,,,-5.75201,-0.964296,,,,,,,,,,,,,1.0,,,-5.75201,-31.6377,-5.64481,-37.2825,1.80522,-49.6043
17628,Z1192976079,3532,Done,150.75,-5.74938,glide-grid_6eti,,,-5.74938,-0.48,,,,,,,,,,,,,1.0,,,-5.74938,-41.596,-2.8043,-44.4003,17.0914,-60.0191
17634,Z2389843777,5018,Done,34.33,-5.7463,glide-grid_6eti,,,-5.7463,-0.151645,,,,,,,,,,,,,1.0,,,-5.7463,-31.395,-2.556,-33.951,8.90773,-40.7676
17637,Z2762921672,10597,Done,102.07,-5.74594,glide-grid_6eti,,,-5.74594,0.0,,,,,,,,,,,,,1.0,,,-5.74594,-42.4144,-1.10767,-43.522,2.15791,-65.7205
17639,Z849302330,11783,Done,73.3,-5.74442,glide-grid_6eti,,,-5.74442,0.0,,,,,,,,,,,,,1.0,,,-5.74442,-39.5758,-4.31732,-43.8931,1.14144,-64.4557
17642,Z2684601579,9307,Done,67.04,-5.74246,glide-grid_6eti,,,-5.74246,-0.530326,,,,,,,,,,,,,1.0,,,-5.74246,-36.5068,-2.80214,-39.309,3.06026,-57.8231
17643,Z2898261629,12279,Done,64.98,-5.73898,glide-grid_6eti,,,-5.73898,-0.517515,,,,,,,,,,,,,1.0,,,-5.73898,-30.4056,-5.86397,-36.2695,6.40541,-47.1589
17644,Z804330414,5866,Done,76.94,-5.73847,glide-grid_6eti,,,-5.73847,0.0,,,,,,,,,,,,,1.0,,,-5.73847,-39.551,-1.58392,-41.1349,2.1864,-62.5534
17652,Z2850295288,20413,Done,85.57,-5.73483,glide-grid_6eti,,,-5.73483,-0.7,,,,,,,,,,,,,1.0,,,-5.73483,-40.1209,-4.99111,-45.1121,2.66983,-62.3456
17655,Z2961780533,2495,Done,63.01,-5.73415,glide-grid_6eti,,,-5.73415,0.0,,,,,,,,,,,,,1.0,,,-5.73415,-33.8132,-6.43274,-40.2459,1.43299,-55.2047
17656,Z1723425905,3094,Done,55.59,-5.73379,glide-grid_6eti,,,-5.73379,0.0,,,,,,,,,,,,,1.0,,,-5.73379,-29.535,2.17882,-27.3561,8.05333,-25.837
17660,Z1744942543,2217,Done,76.08,-5.73256,glide-grid_6eti,,,-5.73256,0.0,,,,,,,,,,,,,1.0,,,-5.73256,-25.0941,-1.73563,-26.8297,9.47505,-33.2742
17666,Z1071050630,5056,Done,101.58,-5.72804,glide-grid_6eti,,,-5.72804,-0.7,,,,,,,,,,,,,1.0,,,-5.72804,-25.5524,-9.5815,-35.134,1.25467,-50.7108
17669,Z2505489825,10586,Done,53.73,-5.72766,glide-grid_6eti,,,-5.72766,-0.656441,,,,,,,,,,,,,1.0,,,-5.72766,-27.0659,-6.00089,-33.0668,2.96456,-42.0573
17671,Z3027211356,15964,Done,30.21,-5.72714,glide-grid_6eti,,,-5.72714,0.0,,,,,,,,,,,,,1.0,,,-5.72714,-31.1348,-0.989977,-32.1247,7.99983,-46.8309
17672,Z2967449736,12453,Done,42.58,-5.72674,glide-grid_6eti,,,-5.72674,0.0,,,,,,,,,,,,,1.0,,,-5.72674,-31.9819,-2.6463,-34.6282,9.62591,-40.0893
17673,Z2630919460,9905,Done,53.17,-5.72659,glide-grid_6eti,,,-5.72659,-0.345948,,,,,,,,,,,,,1.0,,,-5.72659,-43.153,-0.997893,-44.1509,4.56961,-63.5377
17680,Z2483083684,3456,Done,91.72,-5.72443,glide-grid_6eti,,,-5.72443,0.0,,,,,,,,,,,,,1.0,,,-5.72443,-32.1225,-4.44633,-36.5688,5.12886,-51.5813
17681,Z3006556419,4047,Done,34.62,-5.72188,glide-grid_6eti,,,-5.72188,-0.7,,,,,,,,,,,,,1.0,,,-5.72188,-25.7584,-8.05167,-33.81,3.33123,-42.8501
17682,Z2910264031,18861,Done,48.65,-5.7218,glide-grid_6eti,,,-5.7218,0.0,,,,,,,,,,,,,1.0,,,-5.7218,-26.5334,-1.08698,-27.6204,4.13569,-34.2916
17684,Z1445459830,9457,Done,28.44,-5.7207,glide-grid_6eti,,,-5.7207,0.0,,,,,,,,,,,,,1.0,,,-5.7207,-33.3427,0.618083,-32.7246,0.487358,-44.792
17685,Z1517763249,11863,Done,82.4,-5.72069,glide-grid_6eti,,,-5.72069,0.0,,,,,,,,,,,,,1.0,,,-5.72069,-47.7745,-2.32896,-50.1035,6.74352,-72.7716
17686,Z916011862,6253,Done,76.96,-5.72037,glide-grid_6eti,,,-5.72037,-0.649108,,,,,,,,,,,,,1.0,,,-5.72037,-31.6469,-5.53691,-37.1838,2.4434,-51.0592
17691,Z819896046,803,Done,36.71,-5.71802,glide-grid_6eti,,,-5.71802,-1.08119,,,,,,,,,,,,,1.0,,,-5.71802,-38.2974,-6.51953,-44.8169,1.62933,-64.7643
17693,Z1127075546,13434,Done,71.45,-5.71755,glide-grid_6eti,,,-5.71755,-0.7,,,,,,,,,,,,,1.0,,,-5.71755,-40.0809,-3.04414,-43.1251,4.93682,-58.9746
17694,Z2068891831,13431,Done,42.63,-5.71698,glide-grid_6eti,,,-5.71698,0.0,,,,,,,,,,,,,1.0,,,-5.71698,-40.8443,-1.78017,-42.6244,3.80549,-62.2955
17697,Z2946784391,12702,Done,62.63,-5.71534,glide-grid_6eti,,,-5.71534,0.0,,,,,,,,,,,,,1.0,,,-5.71534,-42.5401,-3.16833,-45.7084,3.84292,-63.9805
17698,Z1622933282,11414,Done,63.44,-5.71477,glide-grid_6eti,,,-5.71477,0.0,,,,,,,,,,,,,1.0,,,-5.71477,-35.0065,-3.415,-38.4215,2.35963,-59.9178
17699,Z646315356,12385,Done,70.99,-5.7147,glide-grid_6eti,,,-5.7147,0.0,,,,,,,,,,,,,1.0,,,-5.7147,-32.6779,-3.85328,-36.5312,0.420443,-53.3676
17702,Z1940687817,15882,Done,35.01,-5.71297,glide-grid_6eti,,,-5.71297,0.0,,,,,,,,,,,,,1.0,,,-5.71297,-35.5049,-1.00594,-36.5109,0.90854,-50.6497
17705,Z2100299659,18178,Done,99.19,-5.71101,glide-grid_6eti,,,-5.71101,0.0,,,,,,,,,,,,,1.0,,,-5.71101,-32.6863,-3.46757,-36.1539,2.51717,-54.7309
17707,Z728867232,20232,Done,50.17,-5.71035,glide-grid_6eti,,,-5.71035,-0.10293,,,,,,,,,,,,,1.0,,,-5.71035,-33.692,1.10764,-32.5843,1.54559,-47.9966
17708,Z45715638,8302,Done,49.15,-5.71023,glide-grid_6eti,,,-5.71023,0.0,,,,,,,,,,,,,1.0,,,-5.71023,-26.9383,-2.5013,-29.4396,4.20787,-37.8267
17709,Z1863730176,16152,Done,54.15,-5.70986,glide-grid_6eti,,,-5.70986,-0.7,,,,,,,,,,,,,1.0,,,-5.70986,-36.7779,-8.02953,-44.8074,0.0,-62.1313
17712,Z1507450060,6903,Done,110.49,-5.70922,glide-grid_6eti,,,-5.70922,0.0,,,,,,,,,,,,,1.0,,,-5.70922,-31.4157,-3.51101,-34.9267,3.479,-62.8435
17713,Z1728785888,8315,Done,36.09,-5.70909,glide-grid_6eti,,,-5.70909,-0.100839,,,,,,,,,,,,,1.0,,,-5.70909,-23.9039,0.171332,-23.7326,6.3322,-37.2843
17721,Z3388747048,18976,Done,52.43,-5.7067,glide-grid_6eti,,,-5.7067,0.0,,,,,,,,,,,,,1.0,,,-5.7067,-41.1914,-0.124746,-41.3162,0.0,-59.8596
17722,Z1603388564,14199,Done,99.38,-5.70553,glide-grid_6eti,,,-5.70553,0.0,,,,,,,,,,,,,1.0,,,-5.70553,-34.28,-1.59728,-35.8773,4.85985,-49.3162
17732,Z2277202606,7403,Done,74.83,-5.70195,glide-grid_6eti,,,-5.70195,0.0,,,,,,,,,,,,,1.0,,,-5.70195,-43.9606,-3.98227,-47.9429,9.80163,-64.5125
17734,Z1082095574,4553,Done,86.91,-5.70095,glide-grid_6eti,,,-5.70095,0.0,,,,,,,,,,,,,1.0,,,-5.70095,-33.346,-3.34167,-36.6877,7.79787,-48.0582
17736,Z363092812,18594,Done,32.05,-5.70071,glide-grid_6eti,,,-5.70071,0.0,,,,,,,,,,,,,1.0,,,-5.70071,-36.864,-0.184019,-37.048,2.16419,-50.8228
17737,Z3527764116,14559,Done,84.91,-5.70062,glide-grid_6eti,,,-5.70062,-0.7,,,,,,,,,,,,,1.0,,,-5.70062,-32.4824,-5.5445,-38.0269,9.02985,-48.0206
17738,Z1576435502,7946,Done,80.34,-5.70051,glide-grid_6eti,,,-5.70051,0.0,,,,,,,,,,,,,1.0,,,-5.70051,-37.4513,-0.474849,-37.9261,4.57492,-53.3191
17739,Z1647327916,6748,Done,31.4,-5.69871,glide-grid_6eti,,,-5.69871,-0.7,,,,,,,,,,,,,1.0,,,-5.69871,-27.6467,-2.57599,-30.2227,6.4643,-36.4017
17742,Z1002574738,9504,Done,95.98,-5.69781,glide-grid_6eti,,,-5.69781,-0.100045,,,,,,,,,,,,,1.0,,,-5.69781,-36.7571,-4.46276,-41.2198,3.71596,-56.8356
17743,Z402426446,2221,Done,41.3,-5.69706,glide-grid_6eti,,,-5.69706,-0.415457,,,,,,,,,,,,,1.0,,,-5.69706,-36.9384,-4.16616,-41.1045,0.0703529,-62.7601
17744,Z3235030580,6931,Done,59.26,-5.69688,glide-grid_6eti,,,-5.69688,-0.7,,,,,,,,,,,,,1.0,,,-5.69688,-29.3721,-4.45567,-33.8278,3.84762,-43.7678
17745,Z3686006569,6721,Done,110.05,-5.69591,glide-grid_6eti,,,-5.69591,0.0,,,,,,,,,,,,,1.0,,,-5.69591,-41.7379,-10.4293,-52.1672,7.50907,-73.5068
17746,Z1723966225,16114,Done,60.72,-5.69548,glide-grid_6eti,,,-5.69548,-0.7,,,,,,,,,,,,,1.0,,,-5.69548,-30.1334,-5.66723,-35.8007,9.5597,-45.2327
17748,Z979720042,17130,Done,33.48,-5.69472,glide-grid_6eti,,,-5.69472,-0.7,,,,,,,,,,,,,1.0,,,-5.69472,-31.5143,-9.57793,-41.0923,2.40142,-54.1759
17752,Z85914405,14598,Done,110.23,-5.69405,glide-grid_6eti,,,-5.69405,-0.554487,,,,,,,,,,,,,1.0,,,-5.69405,-28.0341,-2.7558,-30.7899,3.55372,-41.5834
17753,Z981916568,12053,Done,125.98,-5.69399,glide-grid_6eti,,,-5.69399,0.0,,,,,,,,,,,,,1.0,,,-5.69399,-42.7309,-2.15316,-44.8841,4.25394,-65.9001
17756,Z1574909594,842,Done,55.47,-5.69347,glide-grid_6eti,,,-5.69347,0.0,,,,,,,,,,,,,1.0,,,-5.69347,-36.3472,-2.9513,-39.2985,4.53037,-44.781
17757,Z3466474234,6719,Done,15.69,-5.69347,glide-grid_6eti,,,-5.69347,0.0,,,,,,,,,,,,,1.0,,,-5.69347,-29.4084,1.68888,-27.7196,1.73289,-39.4049
17760,Z1991761237,9887,Done,37.93,-5.6926,glide-grid_6eti,,,-5.6926,0.0,,,,,,,,,,,,,1.0,,,-5.6926,-36.3435,-1.25349,-37.597,7.95915,-51.0198
17761,Z2895545546,20149,Done,81.37,-5.69251,glide-grid_6eti,,,-5.69251,0.0,,,,,,,,,,,,,1.0,,,-5.69251,-32.5049,-6.54709,-39.052,2.17456,-53.4635
17763,Z2016034809,7091,Done,43.75,-5.69206,glide-grid_6eti,,,-5.69206,-0.607437,,,,,,,,,,,,,1.0,,,-5.69206,-35.4904,-1.8761,-37.3665,6.21373,-47.6013
17765,Z1996042234,18650,Done,44.07,-5.69165,glide-grid_6eti,,,-5.69165,0.0,,,,,,,,,,,,,1.0,,,-5.69165,-35.8661,-1.47058,-37.3367,3.00711,-48.9691
17766,Z1846051137,17365,Done,49.99,-5.69133,glide-grid_6eti,,,-5.69133,0.0,,,,,,,,,,,,,1.0,,,-5.69133,-40.7717,-0.8904,-41.6621,2.52295,-58.6353
17769,Z3486308781,13195,Done,122.35,-5.69047,glide-grid_6eti,,,-5.69047,0.0,,,,,,,,,,,,,1.0,,,-5.69047,-37.6855,-2.57721,-40.2627,2.771,-57.0202
17770,Z1713734501,15885,Done,54.46,-5.68982,glide-grid_6eti,,,-5.68982,0.0,,,,,,,,,,,,,1.0,,,-5.68982,-30.4564,-0.682933,-31.1393,2.52625,-41.0866
17771,Z933627664,642,Done,57.32,-5.6883,glide-grid_6eti,,,-5.6883,0.0,,,,,,,,,,,,,1.0,,,-5.6883,-35.7927,-3.3853,-39.178,10.2243,-53.8297
17781,Z2984479375,9930,Done,62.52,-5.68328,glide-grid_6eti,,,-5.68328,0.0,,,,,,,,,,,,,1.0,,,-5.68328,-39.5526,-3.8658,-43.4184,1.29515,-67.4643
17783,Z1188066792,11886,Done,56.57,-5.6827,glide-grid_6eti,,,-5.6827,0.0,,,,,,,,,,,,,1.0,,,-5.6827,-34.9361,-1.5279,-36.464,0.883298,-50.4186
17787,Z203181148,109,Done,22.4,-5.68171,glide-grid_6eti,,,-5.68171,-0.7,,,,,,,,,,,,,1.0,,,-5.68171,-36.9515,-1.42288,-38.3744,1.55446,-38.1345
17789,Z2956012473,2897,Done,90.34,-5.68142,glide-grid_6eti,,,-5.68142,0.0,,,,,,,,,,,,,1.0,,,-5.68142,-36.0669,-4.94555,-41.0125,10.9249,-52.6468
17791,Z1603318494,5329,Done,59.73,-5.68097,glide-grid_6eti,,,-5.68097,0.0,,,,,,,,,,,,,1.0,,,-5.68097,-34.3179,1.26274,-33.0552,12.8388,-42.8466
17792,Z2707625836,20515,Done,61.61,-5.6808,glide-grid_6eti,,,-5.6808,0.0,,,,,,,,,,,,,1.0,,,-5.6808,-41.6394,-4.54229,-46.1817,12.1609,-64.5985
17798,Z852070024,10786,Done,51.38,-5.67908,glide-grid_6eti,,,-5.67908,0.0,,,,,,,,,,,,,1.0,,,-5.67908,-29.445,-4.35328,-33.7983,1.22252,-49.6371
17801,Z31791636,18751,Done,62.56,-5.67827,glide-grid_6eti,,,-5.67827,0.0,,,,,,,,,,,,,1.0,,,-5.67827,-43.7044,1.71034,-41.994,0.0,-65.0793
17803,Z1603703760,8599,Done,62.57,-5.677,glide-grid_6eti,,,-5.677,0.0,,,,,,,,,,,,,1.0,,,-5.677,-27.7033,0.613827,-27.0895,8.56249,-31.8924
17807,Z1554118886,14809,Done,37.33,-5.67461,glide-grid_6eti,,,-5.67461,0.0,,,,,,,,,,,,,1.0,,,-5.67461,-37.9967,-0.855538,-38.8522,3.78946,-53.8718
17808,Z1603750232,14936,Done,73.09,-5.67418,glide-grid_6eti,,,-5.67418,0.0,,,,,,,,,,,,,1.0,,,-5.67418,-31.8003,-0.981114,-32.7814,3.77447,-42.0803
17811,Z1603330199,5333,Done,32.21,-5.67337,glide-grid_6eti,,,-5.67337,-0.11228,,,,,,,,,,,,,1.0,,,-5.67337,-34.7141,0.819916,-33.8942,8.5857,-42.3286
17812,Z2396011025,14456,Done,105.94,-5.67303,glide-grid_6eti,,,-5.67303,-0.513327,,,,,,,,,,,,,1.0,,,-5.67303,-34.0088,-4.59284,-38.6016,2.91152,-54.623
17813,Z756438244,17573,Done,53.74,-5.6725,glide-grid_6eti,,,-5.6725,-0.48,,,,,,,,,,,,,1.0,,,-5.6725,-37.9199,-2.78637,-40.7063,0.826237,-59.3473
17814,Z2160361612,18238,Done,93.67,-5.67231,glide-grid_6eti,,,-5.67231,0.0,,,,,,,,,,,,,1.0,,,-5.67231,-35.2247,-1.63277,-36.8575,3.02471,-53.3665
17816,Z1204154423,2775,Done,127.52,-5.67118,glide-grid_6eti,,,-5.67118,-0.708243,,,,,,,,,,,,,1.0,,,-5.67118,-40.6267,-2.32254,-42.9492,1.41964,-62.9189
17818,Z285613402,8868,Done,42.41,-5.67072,glide-grid_6eti,,,-5.67072,-0.7,,,,,,,,,,,,,1.0,,,-5.67072,-23.8761,-3.4107,-27.2868,3.15447,-36.2977
17820,Z1481315589,2983,Done,68.16,-5.66943,glide-grid_6eti,,,-5.66943,0.0,,,,,,,,,,,,,1.0,,,-5.66943,-52.9415,1.54674,-51.3948,1.84045,-77.9582
17823,Z1603703057,6153,Done,163.19,-5.6686,glide-grid_6eti,,,-5.6686,0.0,,,,,,,,,,,,,1.0,,,-5.6686,-34.4665,-2.27899,-36.7455,9.99515,-43.9674
17825,Z1901729920,2868,Done,60.87,-5.66797,glide-grid_6eti,,,-5.66797,0.0,,,,,,,,,,,,,1.0,,,-5.66797,-32.296,-5.55204,-37.848,3.05665,-52.9672
17826,Z2221197603,14777,Done,99.68,-5.66759,glide-grid_6eti,,,-5.66759,0.0,,,,,,,,,,,,,1.0,,,-5.66759,-47.8152,0.887175,-46.9281,4.91761,-72.4988
17830,Z1608436113,3893,Done,63.25,-5.66536,glide-grid_6eti,,,-5.66536,0.0,,,,,,,,,,,,,1.0,,,-5.66536,-39.5406,-2.14954,-41.6901,6.24461,-58.8521
17831,Z1733662731,9809,Done,49.26,-5.66531,glide-grid_6eti,,,-5.66531,0.0,,,,,,,,,,,,,1.0,,,-5.66531,-30.3612,-0.817549,-31.1787,4.1495,-42.3771
17835,Z1554028308,5861,Done,120.39,-5.66399,glide-grid_6eti,,,-5.66399,-0.7,,,,,,,,,,,,,1.0,,,-5.66399,-32.633,-7.31924,-39.9523,12.1253,-53.23
17837,Z1443910468,9849,Done,78.96,-5.66269,glide-grid_6eti,,,-5.66269,0.0,,,,,,,,,,,,,1.0,,,-5.66269,-34.2572,-5.35106,-39.6083,1.82253,-52.4327
17838,Z2063942600,5421,Done,44.83,-5.66246,glide-grid_6eti,,,-5.66246,0.0,,,,,,,,,,,,,1.0,,,-5.66246,-36.3255,-1.34625,-37.6718,7.20584,-44.7563
17841,Z1437609680,18825,Done,41.16,-5.66109,glide-grid_6eti,,,-5.66109,0.0,,,,,,,,,,,,,1.0,,,-5.66109,-43.3264,-4.65337,-47.9798,2.16753,-72.1862
17844,Z275673086,11151,Done,34.81,-5.65956,glide-grid_6eti,,,-5.65956,-0.7,,,,,,,,,,,,,1.0,,,-5.65956,-36.8793,-6.56062,-43.4399,1.65048,-60.3046
17851,Z25990145,8458,Done,62.7,-5.65614,glide-grid_6eti,,,-5.65614,-0.185515,,,,,,,,,,,,,1.0,,,-5.65614,-34.4389,-1.01276,-35.4517,3.73403,-47.1886
17854,Z1587859770,1464,Done,378.69,-5.65393,glide-grid_6eti,,,-5.65393,0.0,,,,,,,,,,,,,1.0,,,-5.65393,-32.4396,-2.57101,-35.0106,7.59497,-47.6507
