,title,i_i_glide_lignum,docking_status,r_glide_cpu_time,r_i_docking_score,s_i_glide_gridfile,r_glide_XP_ClBr,r_glide_XP_Electro,r_glide_XP_GScore,r_glide_XP_HBond,i_glide_XP_impact_version,r_glide_XP_LipophilicEvdW,r_glide_XP_LowMW,r_glide_XP_Penalties,r_glide_XP_HBPenal,r_glide_XP_ExposPenal,r_glide_XP_RotPenal,r_glide_XP_PhobEn,r_glide_XP_PhobEnHB,r_glide_XP_PhobEnPairHB,r_glide_XP_PiCat,r_glide_XP_PiStack,i_glide_XP_PoseRank,r_glide_XP_Sitemap,r_glide_XP_Zpotr,r_i_glide_gscore,r_i_glide_evdw,r_i_glide_ecoul,r_i_glide_energy,r_i_glide_einternal,r_i_glide_emodel
17856,Z2112530588,2000,Done,40.8,-5.65358,glide-grid_6eti,,,-5.65358,0.0,,,,,,,,,,,,,1.0,,,-5.65358,-34.2442,-0.187577,-34.4318,5.16031,-45.724
17858,Z3048995835,5619,Done,41.66,-5.65348,glide-grid_6eti,,,-5.65348,0.0,,,,,,,,,,,,,1.0,,,-5.65348,-36.977,-1.29415,-38.2711,1.30244,-55.498
17861,Z1839619486,14991,Done,70.97,-5.65198,glide-grid_6eti,,,-5.65198,-0.7,,,,,,,,,,,,,1.0,,,-5.65198,-30.1759,-0.865945,-31.0419,4.52575,-41.4695
17863,Z756474900,1672,Done,67.43,-5.65096,glide-grid_6eti,,,-5.65096,-0.7,,,,,,,,,,,,,1.0,,,-5.65096,-40.279,-0.285158,-40.5642,7.32885,-53.628
17866,Z1531589598,10402,Done,64.69,-5.64767,glide-grid_6eti,,,-5.64767,0.0,,,,,,,,,,,,,1.0,,,-5.64767,-28.5178,-4.73272,-33.2505,6.05289,-42.5442
17868,Z2218651941,4949,Done,29.19,-5.64743,glide-grid_6eti,,,-5.64743,0.0,,,,,,,,,,,,,1.0,,,-5.64743,-33.4041,-0.862886,-34.267,0.469116,-47.2409
17869,Z1031605456,17283,Done,62.21,-5.64664,glide-grid_6eti,,,-5.64664,-0.7,,,,,,,,,,,,,1.0,,,-5.64664,-30.6006,-5.70217,-36.3027,5.19685,-48.3483
17870,Z2018655997,8236,Done,73.09,-5.6457,glide-grid_6eti,,,-5.6457,0.0,,,,,,,,,,,,,1.0,,,-5.6457,-42.7964,-2.43797,-45.2344,1.93119,-63.5471
17871,Z2161388326,779,Done,73.72,-5.64522,glide-grid_6eti,,,-5.64522,0.0,,,,,,,,,,,,,1.0,,,-5.64522,-34.7975,-2.86105,-37.6585,2.47667,-55.4872
17872,Z2062831668,4467,Done,50.38,-5.64454,glide-grid_6eti,,,-5.64454,0.0,,,,,,,,,,,,,1.0,,,-5.64454,-37.9503,-4.30462,-42.2549,2.67677,-58.0199
17874,Z1080460340,9459,Done,30.24,-5.64346,glide-grid_6eti,,,-5.64346,0.0,,,,,,,,,,,,,1.0,,,-5.64346,-38.4198,-1.40909,-39.8288,1.8474,-51.1259
17875,Z45619728,8872,Done,20.64,-5.64239,glide-grid_6eti,,,-5.64239,0.0,,,,,,,,,,,,,1.0,,,-5.64239,-30.1725,-0.120045,-30.2926,3.66912,-39.0214
17878,Z1318404071,19145,Done,28.73,-5.6404,glide-grid_6eti,,,-5.6404,-0.861876,,,,,,,,,,,,,1.0,,,-5.6404,-39.3706,-5.90521,-45.2758,5.51445,-59.3273
17879,Z1033336490,5953,Done,142.85,-5.64035,glide-grid_6eti,,,-5.64035,0.0,,,,,,,,,,,,,1.0,,,-5.64035,-49.2167,0.712362,-48.5043,4.42985,-70.5722
17883,Z1154375735,12627,Done,47.26,-5.63934,glide-grid_6eti,,,-5.63934,0.0,,,,,,,,,,,,,1.0,,,-5.63934,-31.8936,-3.2246,-35.1182,12.519,-40.7626
17885,Z3751912206,8710,Done,57.58,-5.6392,glide-grid_6eti,,,-5.6392,-0.372887,,,,,,,,,,,,,1.0,,,-5.6392,-42.3288,-0.38954,-42.7183,1.02746,-61.8416
17887,Z2358473065,2991,Done,22.3,-5.63777,glide-grid_6eti,,,-5.63777,0.0,,,,,,,,,,,,,1.0,,,-5.63777,-33.5187,2.43295,-31.0858,5.8916,-44.7435
17890,Z2698196622,10157,Done,74.07,-5.63593,glide-grid_6eti,,,-5.63593,0.0,,,,,,,,,,,,,1.0,,,-5.63593,-43.6995,-2.41973,-46.1192,1.41517,-66.5108
17897,Z740757120,10747,Done,55.84,-5.63169,glide-grid_6eti,,,-5.63169,0.0,,,,,,,,,,,,,1.0,,,-5.63169,-42.2585,-1.12022,-43.3787,10.3015,-54.5498
17899,Z361318096,18777,Done,86.74,-5.63104,glide-grid_6eti,,,-5.63104,-1.21493,,,,,,,,,,,,,1.0,,,-5.63104,-30.34,-7.47871,-37.8187,1.5722,-51.4913
17902,Z2271417190,7716,Done,60.28,-5.62965,glide-grid_6eti,,,-5.62965,0.0,,,,,,,,,,,,,1.0,,,-5.62965,-35.969,-2.62912,-38.5981,5.72238,-50.9613
17903,Z1123905603,8750,Done,46.56,-5.62956,glide-grid_6eti,,,-5.62956,0.0,,,,,,,,,,,,,1.0,,,-5.62956,-38.8306,-0.665397,-39.496,0.875248,-57.7112
17908,Z1274469060,6369,Done,72.29,-5.62742,glide-grid_6eti,,,-5.62742,0.0,,,,,,,,,,,,,1.0,,,-5.62742,-33.5894,-6.34587,-39.9353,5.13707,-56.0248
17912,Z3475659402,17108,Done,27.71,-5.62684,glide-grid_6eti,,,-5.62684,0.0,,,,,,,,,,,,,1.0,,,-5.62684,-29.8107,-2.10449,-31.9152,6.50605,-46.1275
17915,Z835925346,2615,Done,57.05,-5.62542,glide-grid_6eti,,,-5.62542,0.0,,,,,,,,,,,,,1.0,,,-5.62542,-24.5306,-4.5891,-29.1196,5.28256,-39.6267
17917,Z1162974402,6441,Done,49.58,-5.62448,glide-grid_6eti,,,-5.62448,-0.7,,,,,,,,,,,,,1.0,,,-5.62448,-33.6247,-4.42711,-38.0519,3.64393,-51.36
17918,Z1779563688,509,Done,50.51,-5.62443,glide-grid_6eti,,,-5.62443,-0.7,,,,,,,,,,,,,1.0,,,-5.62443,-25.9854,-5.96602,-31.9514,5.54415,-32.176
17920,Z2952250392,2292,Done,48.79,-5.62356,glide-grid_6eti,,,-5.62356,-0.175665,,,,,,,,,,,,,1.0,,,-5.62356,-39.077,-3.04784,-42.1248,2.28904,-63.9545
17922,Z85914643,18500,Done,68.9,-5.62315,glide-grid_6eti,,,-5.62315,0.0,,,,,,,,,,,,,1.0,,,-5.62315,-30.6794,-0.336373,-31.0158,5.45299,-35.7251
17925,Z2589637694,17393,Done,99.19,-5.62288,glide-grid_6eti,,,-5.62288,0.0,,,,,,,,,,,,,1.0,,,-5.62288,-36.1046,-5.40851,-41.5131,6.66124,-60.3555
17929,Z2591108279,1509,Done,55.09,-5.62166,glide-grid_6eti,,,-5.62166,-0.7,,,,,,,,,,,,,1.0,,,-5.62166,-37.66,-2.17271,-39.8327,1.15494,-56.1059
17934,Z1070679984,10913,Done,151.66,-5.6183,glide-grid_6eti,,,-5.6183,0.0,,,,,,,,,,,,,1.0,,,-5.6183,-45.7192,-1.03947,-46.7586,1.21127,-67.4395
17938,Z2067463201,7814,Done,39.29,-5.61633,glide-grid_6eti,,,-5.61633,-0.7,,,,,,,,,,,,,1.0,,,-5.61633,-37.6726,-3.86871,-41.5413,2.1307,-54.3597
17940,Z934681348,11963,Done,47.36,-5.61469,glide-grid_6eti,,,-5.61469,0.0,,,,,,,,,,,,,1.0,,,-5.61469,-37.0598,-0.972672,-38.0324,5.93633,-47.3835
17942,Z1539618429,20505,Done,39.73,-5.61385,glide-grid_6eti,,,-5.61385,0.0,,,,,,,,,,,,,1.0,,,-5.61385,-33.3066,-1.66336,-34.9699,3.00189,-47.0292
17946,Z807415958,4506,Done,74.58,-5.61251,glide-grid_6eti,,,-5.61251,-0.0208883,,,,,,,,,,,,,1.0,,,-5.61251,-38.0805,-2.7572,-40.8377,17.5259,-46.8296
17947,Z2166995731,16910,Done,15.75,-5.61227,glide-grid_6eti,,,-5.61227,0.0,,,,,,,,,,,,,1.0,,,-5.61227,-37.0788,0.56406,-36.5148,7.88908,-43.0098
17948,Z268358324,7956,Done,83.81,-5.61222,glide-grid_6eti,,,-5.61222,0.0,,,,,,,,,,,,,1.0,,,-5.61222,-35.7124,-2.48028,-38.1927,7.28203,-53.3004
17949,Z3827967183,1041,Done,26.74,-5.61062,glide-grid_6eti,,,-5.61062,0.0,,,,,,,,,,,,,1.0,,,-5.61062,-35.9637,1.3241,-34.6396,5.55155,-37.9628
17953,Z361381308,8929,Done,97.97,-5.60742,glide-grid_6eti,,,-5.60742,0.0,,,,,,,,,,,,,1.0,,,-5.60742,-41.0557,-2.24821,-43.3039,4.6118,-62.6025
17954,Z2982744571,20181,Done,64.63,-5.60735,glide-grid_6eti,,,-5.60735,0.0,,,,,,,,,,,,,1.0,,,-5.60735,-42.1218,-2.31798,-44.4397,1.13753,-66.7047
17956,Z1003543642,8358,Done,36.04,-5.60702,glide-grid_6eti,,,-5.60702,0.0,,,,,,,,,,,,,1.0,,,-5.60702,-44.8733,-1.29716,-46.1704,0.735168,-68.1127
17957,Z2368598234,4846,Done,38.32,-5.60585,glide-grid_6eti,,,-5.60585,0.0,,,,,,,,,,,,,1.0,,,-5.60585,-33.5266,-3.84356,-37.3702,0.330189,-53.7607
17959,Z1140888375,12691,Done,122.94,-5.6054,glide-grid_6eti,,,-5.6054,0.0,,,,,,,,,,,,,1.0,,,-5.6054,-38.5646,-2.66319,-41.2278,12.8244,-55.6086
17960,Z2041538146,6425,Done,71.5,-5.60517,glide-grid_6eti,,,-5.60517,0.0,,,,,,,,,,,,,1.0,,,-5.60517,-33.6748,0.747359,-32.9274,4.36614,-42.7442
17962,Z1648079213,8171,Done,60.31,-5.60456,glide-grid_6eti,,,-5.60456,-0.7,,,,,,,,,,,,,1.0,,,-5.60456,-32.2302,-3.97729,-36.2075,4.52063,-50.3283
17964,Z1621796215,6532,Done,63.97,-5.60406,glide-grid_6eti,,,-5.60406,0.0,,,,,,,,,,,,,1.0,,,-5.60406,-39.7147,-3.73966,-43.4544,6.39111,-62.1446
17965,Z1222659243,10684,Done,50.04,-5.60289,glide-grid_6eti,,,-5.60289,-0.7,,,,,,,,,,,,,1.0,,,-5.60289,-28.956,-2.76898,-31.7249,4.29933,-43.2612
17971,Z3601809716,17536,Done,134.81,-5.60065,glide-grid_6eti,,,-5.60065,0.0,,,,,,,,,,,,,1.0,,,-5.60065,-35.1916,-3.63351,-38.8251,5.09309,-57.6695
17972,Z1496002108,5638,Done,49.88,-5.60062,glide-grid_6eti,,,-5.60062,0.0,,,,,,,,,,,,,1.0,,,-5.60062,-29.2511,-2.0542,-31.3053,0.786529,-42.4517
17973,Z728875180,10258,Done,51.88,-5.60035,glide-grid_6eti,,,-5.60035,-0.7,,,,,,,,,,,,,1.0,,,-5.60035,-28.3525,-5.92474,-34.2773,0.0,-52.8091
17974,Z728872288,14610,Done,72.07,-5.59916,glide-grid_6eti,,,-5.59916,0.0,,,,,,,,,,,,,1.0,,,-5.59916,-39.5048,-1.07372,-40.5786,4.65327,-53.1887
17975,Z1827049724,2332,Done,98.12,-5.59904,glide-grid_6eti,,,-5.59904,-1.625,,,,,,,,,,,,,1.0,,,-5.59904,-28.6377,-6.03433,-34.6721,14.2041,-40.7766
17979,Z2967447628,9829,Done,69.31,-5.59773,glide-grid_6eti,,,-5.59773,0.0,,,,,,,,,,,,,1.0,,,-5.59773,-35.8526,-2.9115,-38.7641,4.74279,-53.1529
17981,Z1601657934,245,Done,26.03,-5.5966,glide-grid_6eti,,,-5.5966,0.0,,,,,,,,,,,,,1.0,,,-5.5966,-29.282,-3.26963,-32.5516,5.10809,-44.4772
17982,Z1739144303,17366,Done,44.49,-5.59637,glide-grid_6eti,,,-5.59637,0.0,,,,,,,,,,,,,1.0,,,-5.59637,-33.1926,-0.152392,-33.345,5.58606,-40.3176
17985,Z2002025223,15578,Done,102.73,-5.59502,glide-grid_6eti,,,-5.59502,0.0,,,,,,,,,,,,,1.0,,,-5.59502,-29.3361,-4.42113,-33.7572,4.56087,-49.7624
17987,Z1272137659,8167,Done,8.35,-5.59431,glide-grid_6eti,,,-5.59431,-0.604787,,,,,,,,,,,,,1.0,,,-5.59431,-30.8541,-2.80863,-33.6627,0.423999,-44.7264
17988,Z2042557701,20396,Done,32.85,-5.59393,glide-grid_6eti,,,-5.59393,0.0,,,,,,,,,,,,,1.0,,,-5.59393,-35.1703,-0.80228,-35.9726,2.31249,-45.198
17996,Z1273231462,9807,Done,107.34,-5.59171,glide-grid_6eti,,,-5.59171,-0.9999,,,,,,,,,,,,,1.0,,,-5.59171,-38.4889,-12.9307,-51.4196,9.22394,-69.7391
17998,Z1767783968,8118,Done,59.0,-5.59143,glide-grid_6eti,,,-5.59143,0.0,,,,,,,,,,,,,1.0,,,-5.59143,-29.7824,-1.14441,-30.9268,9.22848,-44.5836
17999,Z370737708,6368,Done,29.23,-5.59127,glide-grid_6eti,,,-5.59127,0.0,,,,,,,,,,,,,1.0,,,-5.59127,-34.9301,-0.268696,-35.1988,2.66216,-48.6027
18001,Z2981450898,12293,Done,42.76,-5.58823,glide-grid_6eti,,,-5.58823,0.0,,,,,,,,,,,,,1.0,,,-5.58823,-40.9954,-1.81451,-42.8099,1.95795,-61.7398
18005,Z4125018055,16961,Done,18.69,-5.58673,glide-grid_6eti,,,-5.58673,-0.592981,,,,,,,,,,,,,1.0,,,-5.58673,-29.5527,-1.21366,-30.7663,2.42117,-41.5065
18009,Z756438012,20204,Done,72.88,-5.5848,glide-grid_6eti,,,-5.5848,-0.7,,,,,,,,,,,,,1.0,,,-5.5848,-26.1429,-4.19325,-30.3361,4.24572,-40.9505
18013,Z1538017823,18764,Done,64.68,-5.58333,glide-grid_6eti,,,-5.58333,0.0,,,,,,,,,,,,,1.0,,,-5.58333,-34.2851,-5.87878,-40.1639,5.14886,-58.4375
18016,Z3063545354,7637,Done,84.43,-5.58155,glide-grid_6eti,,,-5.58155,0.0,,,,,,,,,,,,,1.0,,,-5.58155,-36.3258,-4.65649,-40.9823,9.91759,-55.2895
18019,Z2442558703,14035,Done,114.06,-5.57959,glide-grid_6eti,,,-5.57959,0.0,,,,,,,,,,,,,1.0,,,-5.57959,-39.6943,-4.78484,-44.4792,7.03481,-59.7914
18024,Z951554888,18240,Done,94.71,-5.57462,glide-grid_6eti,,,-5.57462,0.0,,,,,,,,,,,,,1.0,,,-5.57462,-34.2306,-5.97675,-40.2073,6.64457,-53.9195
18029,Z238817200,20216,Done,75.11,-5.57133,glide-grid_6eti,,,-5.57133,0.0,,,,,,,,,,,,,1.0,,,-5.57133,-26.7612,-2.36031,-29.1215,1.1047,-37.5408
18032,Z1068685582,17773,Done,70.49,-5.5701,glide-grid_6eti,,,-5.5701,0.0,,,,,,,,,,,,,1.0,,,-5.5701,-31.0215,-4.64978,-35.6713,6.0366,-41.6651
18033,Z915489416,7274,Done,35.81,-5.57009,glide-grid_6eti,,,-5.57009,0.0,,,,,,,,,,,,,1.0,,,-5.57009,-36.5123,-1.62629,-38.1386,4.94779,-51.364
18037,Z2495843605,11706,Done,94.1,-5.5669,glide-grid_6eti,,,-5.5669,0.0,,,,,,,,,,,,,1.0,,,-5.5669,-47.4913,-3.21272,-50.704,8.68402,-72.6358
18038,Z2482974131,15826,Done,87.29,-5.56681,glide-grid_6eti,,,-5.56681,0.0,,,,,,,,,,,,,1.0,,,-5.56681,-35.9963,-3.40656,-39.4029,3.58828,-56.9848
18039,Z1265655029,11499,Done,13.64,-5.56601,glide-grid_6eti,,,-5.56601,0.0,,,,,,,,,,,,,1.0,,,-5.56601,-27.1159,-1.27333,-28.3892,1.31757,-31.9703
18042,Z2951614208,13039,Done,41.88,-5.56447,glide-grid_6eti,,,-5.56447,0.0,,,,,,,,,,,,,1.0,,,-5.56447,-36.0433,-5.39978,-41.4431,3.21478,-52.6044
18043,Z316360322,7851,Done,160.52,-5.56405,glide-grid_6eti,,,-5.56405,0.0,,,,,,,,,,,,,1.0,,,-5.56405,-51.3318,-3.3766,-54.7084,2.94303,-81.699
18045,Z1646396339,7858,Done,133.51,-5.56375,glide-grid_6eti,,,-5.56375,-0.163843,,,,,,,,,,,,,1.0,,,-5.56375,-34.2141,-3.42631,-37.6405,2.43572,-51.3885
18047,Z2993141691,2161,Done,53.01,-5.56333,glide-grid_6eti,,,-5.56333,-0.112817,,,,,,,,,,,,,1.0,,,-5.56333,-30.5502,-1.88092,-32.4311,3.85113,-47.2105
18050,Z996664730,9500,Done,177.94,-5.56081,glide-grid_6eti,,,-5.56081,-0.663122,,,,,,,,,,,,,1.0,,,-5.56081,-54.6891,-5.57842,-60.2675,8.28524,-88.4048
18056,Z1998338100,16613,Done,68.82,-5.55806,glide-grid_6eti,,,-5.55806,-0.7,,,,,,,,,,,,,1.0,,,-5.55806,-37.9634,-4.09109,-42.0545,1.68406,-60.5551
18057,Z1265524172,5140,Done,94.44,-5.55733,glide-grid_6eti,,,-5.55733,0.0,,,,,,,,,,,,,1.0,,,-5.55733,-34.0891,-1.74401,-35.8331,6.48287,-32.9107
18060,Z2482842185,13027,Done,63.41,-5.55587,glide-grid_6eti,,,-5.55587,0.0,,,,,,,,,,,,,1.0,,,-5.55587,-38.609,0.184485,-38.4245,1.84787,-53.4274
18063,Z1274471904,16002,Done,57.7,-5.55395,glide-grid_6eti,,,-5.55395,0.0,,,,,,,,,,,,,1.0,,,-5.55395,-33.2156,-3.66308,-36.8787,1.6011,-47.6117
18072,Z2097778194,17423,Done,29.36,-5.54915,glide-grid_6eti,,,-5.54915,0.0,,,,,,,,,,,,,1.0,,,-5.54915,-33.695,-2.09831,-35.7933,5.90233,-41.3616
18075,Z1580175884,18680,Done,142.02,-5.54836,glide-grid_6eti,,,-5.54836,0.0,,,,,,,,,,,,,1.0,,,-5.54836,-48.8061,-0.975063,-49.7812,3.13284,-76.5223
18078,Z805835592,11266,Done,43.78,-5.54726,glide-grid_6eti,,,-5.54726,0.0,,,,,,,,,,,,,1.0,,,-5.54726,-23.3075,-0.157456,-23.465,1.50198,-37.2644
18083,Z2950524949,17513,Done,36.26,-5.54514,glide-grid_6eti,,,-5.54514,0.0,,,,,,,,,,,,,1.0,,,-5.54514,-40.2823,-1.55141,-41.8337,0.526403,-55.1433
18084,Z509792530,19711,Done,60.82,-5.54509,glide-grid_6eti,,,-5.54509,0.0,,,,,,,,,,,,,1.0,,,-5.54509,-35.6132,-2.9361,-38.5493,5.91763,-41.4295
18088,Z963804490,244,Done,36.81,-5.54307,glide-grid_6eti,,,-5.54307,0.0,,,,,,,,,,,,,1.0,,,-5.54307,-33.9426,-0.00386219,-33.9464,1.3069,-46.5958
18090,Z2159225539,18234,Done,89.22,-5.54254,glide-grid_6eti,,,-5.54254,0.0,,,,,,,,,,,,,1.0,,,-5.54254,-29.321,-4.45516,-33.7762,1.99324,-37.137
18094,Z1939231569,18501,Done,70.56,-5.54136,glide-grid_6eti,,,-5.54136,0.0,,,,,,,,,,,,,1.0,,,-5.54136,-30.4394,-3.11213,-33.5516,2.37522,-42.9659
18095,Z1738837010,8533,Done,65.77,-5.54115,glide-grid_6eti,,,-5.54115,0.0,,,,,,,,,,,,,1.0,,,-5.54115,-27.5945,-4.43512,-32.0296,8.94023,-42.6079
18096,Z1956084404,5449,Done,73.64,-5.54113,glide-grid_6eti,,,-5.54113,-0.51487,,,,,,,,,,,,,1.0,,,-5.54113,-41.6118,-1.44781,-43.0596,0.777844,-65.4481
18097,Z1592885379,1467,Done,43.83,-5.5405,glide-grid_6eti,,,-5.5405,-0.0949699,,,,,,,,,,,,,1.0,,,-5.5405,-36.3758,-6.06599,-42.4418,4.00083,-59.6938
18100,Z1102106568,15630,Done,103.59,-5.53968,glide-grid_6eti,,,-5.53968,0.0,,,,,,,,,,,,,1.0,,,-5.53968,-38.0771,-5.67035,-43.7475,5.1875,-64.7181
18107,Z2947479974,3482,Done,54.12,-5.53542,glide-grid_6eti,,,-5.53542,0.0,,,,,,,,,,,,,1.0,,,-5.53542,-39.697,-3.98657,-43.6836,3.52428,-59.5527
18109,Z1509766838,11254,Done,36.74,-5.53468,glide-grid_6eti,,,-5.53468,0.0,,,,,,,,,,,,,1.0,,,-5.53468,-52.9238,-2.71429,-55.6381,4.90693,-86.2154
18114,Z2864028397,14478,Done,30.6,-5.53246,glide-grid_6eti,,,-5.53246,-0.7,,,,,,,,,,,,,1.0,,,-5.53246,-33.883,-3.42271,-37.3057,6.90185,-48.1835
18115,Z2002908523,12707,Done,55.93,-5.53106,glide-grid_6eti,,,-5.53106,0.0,,,,,,,,,,,,,1.0,,,-5.53106,-38.8396,-3.27994,-42.1195,2.41872,-60.2776
18116,Z1086533028,7677,Done,110.39,-5.53072,glide-grid_6eti,,,-5.53072,0.0,,,,,,,,,,,,,1.0,,,-5.53072,-35.2084,-3.31217,-38.5205,2.82904,-58.7685
18118,Z1142703145,11638,Done,36.71,-5.52935,glide-grid_6eti,,,-5.52935,0.0,,,,,,,,,,,,,1.0,,,-5.52935,-36.4782,-1.45779,-37.9359,6.2071,-50.7194
18119,Z741914720,16781,Done,86.21,-5.52902,glide-grid_6eti,,,-5.52902,-0.7,,,,,,,,,,,,,1.0,,,-5.52902,-36.5928,-3.83322,-40.426,13.99,-54.5928
18120,Z2449319126,10481,Done,106.01,-5.52773,glide-grid_6eti,,,-5.52773,-0.0218193,,,,,,,,,,,,,1.0,,,-5.52773,-37.25,-3.65467,-40.9047,4.3319,-57.7666
18122,Z812950254,19859,Done,100.83,-5.52639,glide-grid_6eti,,,-5.52639,-0.442434,,,,,,,,,,,,,1.0,,,-5.52639,-35.5069,-4.91983,-40.4268,7.83527,-55.3256
18125,Z2058596200,18790,Done,113.11,-5.52537,glide-grid_6eti,,,-5.52537,-0.48,,,,,,,,,,,,,1.0,,,-5.52537,-40.2992,-4.69813,-44.9973,8.05543,-61.7821
18127,Z1603389680,19950,Done,102.84,-5.52428,glide-grid_6eti,,,-5.52428,0.0,,,,,,,,,,,,,1.0,,,-5.52428,-26.0602,-0.459168,-26.5194,4.47932,-34.5308
18130,Z1603368953,946,Done,49.53,-5.5222,glide-grid_6eti,,,-5.5222,0.0,,,,,,,,,,,,,1.0,,,-5.5222,-29.4074,-2.28725,-31.6947,5.4734,-39.1357
18131,Z1883873871,8220,Done,48.13,-5.52204,glide-grid_6eti,,,-5.52204,0.0,,,,,,,,,,,,,1.0,,,-5.52204,-43.452,-0.433878,-43.8859,1.78162,-65.92
18133,Z1268648592,2617,Done,28.91,-5.5211,glide-grid_6eti,,,-5.5211,-0.7,,,,,,,,,,,,,1.0,,,-5.5211,-37.1704,-1.84271,-39.0131,1.71121,-53.3794
18134,Z736715088,2329,Done,41.74,-5.52097,glide-grid_6eti,,,-5.52097,-0.256403,,,,,,,,,,,,,1.0,,,-5.52097,-30.7292,-1.75374,-32.4829,1.13316,-42.5391
18136,Z2705213521,6216,Done,55.06,-5.52035,glide-grid_6eti,,,-5.52035,0.0,,,,,,,,,,,,,1.0,,,-5.52035,-35.1489,-4.45702,-39.6059,12.2829,-50.8814
18138,Z1145221338,12542,Done,26.14,-5.51965,glide-grid_6eti,,,-5.51965,0.0,,,,,,,,,,,,,1.0,,,-5.51965,-29.8511,-1.62056,-31.4717,7.9395,-34.1744
18142,Z977622740,9846,Done,55.81,-5.51775,glide-grid_6eti,,,-5.51775,0.0,,,,,,,,,,,,,1.0,,,-5.51775,-31.7132,0.250792,-31.4624,6.83164,-39.6007
18143,Z1409449217,4925,Done,72.58,-5.51708,glide-grid_6eti,,,-5.51708,0.0,,,,,,,,,,,,,1.0,,,-5.51708,-42.4893,-0.242382,-42.7317,4.43265,-57.8995
18153,Z1539667313,18580,Done,56.66,-5.51375,glide-grid_6eti,,,-5.51375,-0.972487,,,,,,,,,,,,,1.0,,,-5.51375,-31.3863,-5.48568,-36.8719,0.813889,-52.4923
18156,Z2061167760,18668,Done,41.42,-5.51124,glide-grid_6eti,,,-5.51124,0.0,,,,,,,,,,,,,1.0,,,-5.51124,-35.2104,-1.42321,-36.6336,3.93239,-52.4431
18157,Z1869993704,17484,Done,71.51,-5.511,glide-grid_6eti,,,-5.511,0.0,,,,,,,,,,,,,1.0,,,-5.511,-40.451,-1.73434,-42.1853,1.59884,-60.9431
18160,Z1144865662,2573,Done,63.29,-5.5075,glide-grid_6eti,,,-5.5075,0.0,,,,,,,,,,,,,1.0,,,-5.5075,-36.994,-3.61752,-40.6115,6.71046,-55.758
18161,Z2061185349,3275,Done,56.12,-5.50634,glide-grid_6eti,,,-5.50634,0.0,,,,,,,,,,,,,1.0,,,-5.50634,-28.8545,-3.53223,-32.3867,0.807831,-46.7383
18162,Z1265422834,3361,Done,83.18,-5.50629,glide-grid_6eti,,,-5.50629,-0.0475943,,,,,,,,,,,,,1.0,,,-5.50629,-32.6093,-5.37374,-37.983,3.10621,-50.4022
18168,Z1990170360,12835,Done,63.87,-5.50244,glide-grid_6eti,,,-5.50244,0.0,,,,,,,,,,,,,1.0,,,-5.50244,-36.5549,-4.05377,-40.6086,10.2262,-54.2858
18169,Z1578671476,17695,Done,40.22,-5.50102,glide-grid_6eti,,,-5.50102,0.0,,,,,,,,,,,,,1.0,,,-5.50102,-35.0884,-2.40722,-37.4957,2.00734,-49.592
18171,Z2947336196,6697,Done,32.99,-5.50044,glide-grid_6eti,,,-5.50044,0.0,,,,,,,,,,,,,1.0,,,-5.50044,-38.7497,-1.56495,-40.3146,1.68388,-52.9287
18172,Z2527330990,16338,Done,35.4,-5.49998,glide-grid_6eti,,,-5.49998,-0.303689,,,,,,,,,,,,,1.0,,,-5.49998,-31.9364,-1.13722,-33.0736,6.87213,-43.4942
18176,Z909237048,8495,Done,43.24,-5.49894,glide-grid_6eti,,,-5.49894,0.0,,,,,,,,,,,,,1.0,,,-5.49894,-33.9644,-6.2106,-40.175,1.05465,-50.3756
18179,Z1497328420,8334,Done,68.41,-5.4977,glide-grid_6eti,,,-5.4977,-0.194609,,,,,,,,,,,,,1.0,,,-5.4977,-33.4763,-1.77844,-35.2548,4.99503,-47.4914
18180,Z737682332,13360,Done,26.36,-5.49699,glide-grid_6eti,,,-5.49699,0.0,,,,,,,,,,,,,1.0,,,-5.49699,-32.8279,0.814194,-32.0137,1.5461,-42.5308
18182,Z3071636597,8070,Done,112.62,-5.49676,glide-grid_6eti,,,-5.49676,0.0,,,,,,,,,,,,,1.0,,,-5.49676,-44.2117,-3.33857,-47.5503,3.81412,-72.4147
18183,Z2947207679,10508,Done,104.88,-5.49644,glide-grid_6eti,,,-5.49644,0.0,,,,,,,,,,,,,1.0,,,-5.49644,-33.8935,-1.09629,-34.9898,2.85014,-46.2757
18184,Z1654821947,12794,Done,53.44,-5.4964,glide-grid_6eti,,,-5.4964,0.0,,,,,,,,,,,,,1.0,,,-5.4964,-32.1173,-0.590712,-32.7081,1.65319,-44.0561
18185,Z85906542,3199,Done,36.42,-5.4962,glide-grid_6eti,,,-5.4962,0.0,,,,,,,,,,,,,1.0,,,-5.4962,-26.298,-1.23474,-27.5327,5.49666,-36.976
18188,Z2763916835,10158,Done,74.63,-5.49351,glide-grid_6eti,,,-5.49351,0.0,,,,,,,,,,,,,1.0,,,-5.49351,-37.5692,-3.67592,-41.2451,3.61011,-58.8589
18189,Z1527412190,5378,Done,33.81,-5.49256,glide-grid_6eti,,,-5.49256,-0.201263,,,,,,,,,,,,,1.0,,,-5.49256,-39.9528,-2.75788,-42.7107,1.8903,-63.777
18190,Z2482883624,6204,Done,91.15,-5.49218,glide-grid_6eti,,,-5.49218,-0.133185,,,,,,,,,,,,,1.0,,,-5.49218,-33.2381,-3.61816,-36.8562,2.45357,-52.7993
